IsPanel	Description	Gene	Lookup_Transcript	Reported_Transcript
0	NA	SCYL3	NM_181093.3	NM_181093
0	NA	SDAD1	NM_018115.2	NM_018115
0	NA	SDC1	NM_002997.4	NM_002997
0	NA	SDC2	NM_002998.3	NM_002998
0	NA	SDC3	NM_014654.3	NM_014654
0	NA	SDC4	NM_002999.3	NM_002999
0	NA	SDCBP	NM_001007067.1	NM_001007067
0	NA	SDCBP2	NM_001199784.1	NM_001199784
0	NA	SDCCAG3	NM_001039707.1	NM_001039707
0	NA	SDCCAG8	NM_006642.3	NM_006642
0	NA	SDF2	NM_006923.3	NM_006923
0	NA	SDF2L1	NM_022044.2	NM_022044
0	NA	SDF4	NM_016176.3	NM_016176
0	NA	SDHAF1	NM_001042631.2	NM_001042631
0	NA	SDK1	NM_152744.3	NM_152744
0	NA	SDK2	NM_001144952.1	NM_001144952
0	NA	SDPR	NM_004657.5	NM_004657
0	NA	SDR16C5	NM_138969.2	NM_138969
0	NA	SDR39U1	NM_020195.2	NM_020195
0	NA	SDR42E1	NM_145168.2	NM_145168
0	NA	SDR9C7	NM_148897.2	NM_148897
0	NA	SDS	NM_006843.2	NM_006843
0	NA	SDSL	NM_138432.2	NM_138432
0	NA	SEBOX	NM_001080837.2	NM_001080837
0	NA	SEC11A	NM_014300.3	NM_014300
0	NA	SEC11C	NM_033280.2	NM_033280
0	NA	SEC13	NM_183352.2	NM_183352
0	NA	SEC14L1	NM_003003.3	NM_003003
0	NA	SEC14L2	NM_012429.3	NM_012429
0	NA	SEC14L3	NM_174975.4	NM_174975
0	NA	SEC14L4	NM_174977.3	NM_174977
0	NA	SEC14L5	NM_014692.1	NM_014692
0	NA	SEC14L6	NM_001193336.2	NM_001193336
0	NA	SEC16A	NM_014866.1	NM_014866
0	NA	SEC16B	NM_033127.2	NM_033127
0	NA	SEC22A	NM_012430.4	NM_012430
0	NA	SEC22B	NM_004892.5	NM_004892
0	NA	SEC22C	NM_032970.3	NM_032970
0	NA	SEC23A	NM_006364.2	NM_006364
0	NA	SEC23B	NM_032986.3	NM_032986
0	NA	SEC23IP	NM_007190.3	NM_007190
0	NA	SEC24A	NM_021982.2	NM_021982
0	NA	SEC24B	NM_006323.2	NM_006323
0	NA	SEC24C	NM_198597.2	NM_198597
0	NA	SEC24D	NM_014822.2	NM_014822
0	NA	SEC31A	NM_014933.3	NM_014933
0	NA	SEC31B	NM_015490.3	NM_015490
0	NA	SEC61A1	NM_013336.3	NM_013336
0	NA	SEC61A2	NM_018144.3	NM_018144
0	NA	SEC61B	NM_006808.2	NM_006808
0	NA	SEC61G	NM_014302.3	NM_014302
0	NA	SEC62	NM_003262.3	NM_003262
0	NA	SEC63	NM_007214.4	NM_007214
0	NA	SECISBP2	NM_024077.3	NM_024077
0	NA	SECISBP2L	NM_001193489.1	NM_001193489
0	NA	SECTM1	NM_003004.2	NM_003004
0	NA	SEH1L	NM_001013437.1	NM_001013437
0	NA	SEL1L	NM_005065.5	NM_005065
0	NA	SEL1L3	NM_015187.3	NM_015187
0	NA	SELE	NM_000450.2	NM_000450
0	NA	SELENBP1	NM_003944.3	NM_003944
0	NA	SELK	NM_021237.3	NM_021237
0	NA	SELL	NM_000655.4	NM_000655
0	NA	SELM	NM_080430.2	NM_080430
0	NA	SELO	NM_031454.1	NM_031454
0	NA	SELP	NM_003005.3	NM_003005
0	NA	SELPLG	NM_003006.4	NM_003006
0	NA	SELRC1	NM_023077.2	NM_023077
0	NA	SELT	NM_016275.3	NM_016275
0	NA	SELV	NM_182704.1	NM_182704
0	NA	SEMA3A	NM_006080.2	NM_006080
0	NA	SEMA3B	NM_004636.2	NM_004636
0	NA	SEMA3C	NM_006379.3	NM_006379
0	NA	SEMA3D	NM_152754.2	NM_152754
0	NA	SEMA3E	NM_012431.2	NM_012431
0	NA	SEMA3F	NM_004186.3	NM_004186
0	NA	SEMA3G	NM_020163.1	NM_020163
0	NA	SEMA4A	NM_001193300.1	NM_001193300
0	NA	SEMA4B	NM_198925.2	NM_198925
0	NA	SEMA4C	NM_017789.4	NM_017789
0	NA	SEMA4D	NM_006378.3	NM_006378
0	NA	SEMA4F	NM_004263.4	NM_004263
0	NA	SEMA4G	NM_017893.3	NM_017893
0	NA	SEMA5A	NM_003966.2	NM_003966
0	NA	SEMA5B	NM_001031702.3	NM_001031702
0	NA	SEMA6A	NM_020796.3	NM_020796
0	NA	SEMA6B	NM_032108.3	NM_032108
0	NA	SEMA6C	NM_001178061.1	NM_001178061
0	NA	SEMA6D	NM_153618.1	NM_153618
0	NA	SEMA7A	NM_003612.3	NM_003612
0	NA	SEMG2	NM_003008.2	NM_003008
0	NA	SENP2	NM_021627.2	NM_021627
0	NA	SENP3	NM_015670.5	NM_015670
0	NA	SENP5	NM_152699.4	NM_152699
0	NA	SENP6	NM_015571.2	NM_015571
0	NA	SENP7	NM_020654.3	NM_020654
0	NA	SENP8	NM_001172111.1	NM_001172111
0	NA	15-Sep	NM_203341.1	NM_203341
0	NA	SEPHS1	NM_012247.4	NM_012247
0	NA	SEPHS2	NM_012248.2	NM_012248
0	NA	SEPN1	NM_206926.1	NM_206926
0	NA	SEPP1	NM_001085486.1	NM_001085486
0	NA	SEPSECS	NM_016955.3	NM_016955
0	NA	1-Sep	NM_052838.4	NM_052838
0	NA	10-Sep	NM_144710.3	NM_144710
0	NA	11-Sep	NM_018243.2	NM_018243
0	NA	12-Sep	NM_144605.4	NM_144605
0	NA	14-Sep	NM_207366.2	NM_207366
0	NA	2-Sep	NM_006155.1	NM_006155
0	NA	3-Sep	NM_145733.2	NM_145733
0	NA	4-Sep	NM_004574.3	NM_004574
0	NA	5-Sep	NM_002688.5	NM_002688
0	NA	6-Sep	NM_015129.5	NM_015129
0	NA	7-Sep	NM_001242956.1	NM_001242956
0	NA	8-Sep	NM_001098811.1	NM_001098811
0	NA	9-Sep	NM_001113491.1	NM_001113491
0	NA	SEPW1	NM_003009.2	NM_003009
0	NA	SERAC1	NM_032861.3	NM_032861
0	NA	SERBP1	NM_001018067.1	NM_001018067
0	NA	SERF1B	NM_022978.2	NM_022978
0	NA	SERF2	NM_001199875.1	NM_001199875
0	NA	SERGEF	NM_012139.2	NM_012139
0	NA	SERHL2	NM_014509.3	NM_014509
0	NA	SERINC1	NM_020755.2	NM_020755
0	NA	SERINC2	NM_178865.4	NM_178865
0	NA	SERINC3	NM_198941.1	NM_198941
0	NA	SERINC5	NM_001174072.1	NM_001174072
0	NA	SERP1	NM_014445.3	NM_014445
0	NA	SERP2	NM_001010897.1	NM_001010897
0	NA	SERPINA1	NM_001127700.1	NM_001127700
0	NA	SERPINA10	NM_016186.2	NM_016186
0	NA	SERPINA11	NM_001080451.1	NM_001080451
0	NA	SERPINA12	NM_173850.2	NM_173850
0	NA	SERPINA3	NM_001085.4	NM_001085
0	NA	SERPINA4	NM_006215.2	NM_006215
0	NA	SERPINA5	NM_000624.5	NM_000624
0	NA	SERPINA6	NM_001756.3	NM_001756
0	NA	SERPINA7	NM_000354.5	NM_000354
0	NA	SERPINA9	NM_175739.3	NM_175739
0	NA	SERPINB1	NM_030666.3	NM_030666
0	NA	SERPINB11	NM_080475.2	NM_080475
0	NA	SERPINB12	NM_080474.1	NM_080474
0	NA	SERPINB13	NM_012397.3	NM_012397
0	NA	SERPINB2	NM_002575.2	NM_002575
0	NA	SERPINB3	NM_006919.2	NM_006919
0	NA	SERPINB5	NM_002639.4	NM_002639
0	NA	SERPINB6	NM_004568.5	NM_004568
0	NA	SERPINB7	NM_001040147.2	NM_001040147
0	NA	SERPINB8	NM_002640.3	NM_002640
0	NA	SERPINB9	NM_004155.5	NM_004155
0	NA	SERPINC1	NM_000488.3	NM_000488
0	NA	SERPIND1	NM_000185.3	NM_000185
0	NA	SERPINE1	NM_000602.4	NM_000602
0	NA	SERPINE2	NM_006216.3	NM_006216
0	NA	SERPINE3	NM_001101320.1	NM_001101320
0	NA	SERPINF1	NM_002615.5	NM_002615
0	NA	SERPINF2	NM_000934.3	NM_000934
0	NA	SERPING1	NM_001032295.1	NM_001032295
0	NA	SERPINH1	NM_001235.3	NM_001235
0	NA	SERPINI1	NM_001122752.1	NM_001122752
0	NA	SERPINI2	NM_006217.4	NM_006217
0	NA	SERTAD1	NM_013376.3	NM_013376
0	NA	SERTAD2	NM_014755.2	NM_014755
0	NA	SERTAD3	NM_203344.2	NM_203344
0	NA	SERTAD4	NM_019605.3	NM_019605
0	NA	SERTM1	NM_203451.2	NM_203451
0	NA	SESTD1	NM_178123.4	NM_178123
0	NA	SET	NM_003011.3	NM_003011
0	NA	SETBP1	NM_015559.2	NM_015559
0	NA	SETD1A	NM_014712.1	NM_014712
0	NA	SETD1B	NM_015048.1	NM_015048
0	NA	SETD3	NM_032233.2	NM_032233
0	NA	SETD4	NM_017438.3	NM_017438
0	NA	SETD5	NM_001080517.1	NM_001080517
0	NA	SETD6	NM_001160305.1	NM_001160305
0	NA	SETD7	NM_030648.2	NM_030648
0	NA	SETDB1	NM_001145415.1	NM_001145415
0	NA	SETDB2	NM_001160308.1	NM_001160308
0	NA	SETMAR	NM_006515.3	NM_006515
0	NA	SETX	NM_015046.5	NM_015046
0	NA	SEZ6	NM_178860.4	NM_178860
0	NA	SEZ6L	NM_021115.4	NM_021115
0	NA	SEZ6L2	NM_001243332.1	NM_001243332
0	NA	SF1	NM_001178030.1	NM_001178030
0	NA	SF3A1	NM_005877.4	NM_005877
0	NA	SF3A2	NM_007165.4	NM_007165
0	NA	SF3A3	NM_006802.2	NM_006802
0	NA	SF3B14	NM_016047.3	NM_016047
0	NA	SF3B2	NM_006842.2	NM_006842
0	NA	SF3B3	NM_012426.4	NM_012426
0	NA	SF3B4	NM_005850.4	NM_005850
0	NA	SF3B5	NM_031287.2	NM_031287
0	NA	SFI1	NM_001007467.2	NM_001007467
0	NA	SFMBT2	NM_001029880.2	NM_001029880
0	NA	SFN	NM_006142.3	NM_006142
0	NA	SFPQ	NM_005066.2	NM_005066
0	NA	SFR1	NM_001002759.1	NM_001002759
0	NA	SFRP1	NM_003012.4	NM_003012
0	NA	SFRP2	NM_003013.2	NM_003013
0	NA	SFRP4	NM_003014.3	NM_003014
0	NA	SFRP5	NM_003015.3	NM_003015
0	NA	SFSWAP	NM_004592.3	NM_004592
0	NA	SFT2D1	NM_145169.1	NM_145169
0	NA	SFT2D2	NM_199344.2	NM_199344
0	NA	SFT2D3	NM_032740.3	NM_032740
0	NA	SFTA2	NM_205854.2	NM_205854
0	NA	SFTA3	NM_001101341.1	NM_001101341
0	NA	SFTPA1	NM_001093770.2	NM_001093770
0	NA	SFTPA2	NM_001098668.2	NM_001098668
0	NA	SFTPB	NM_198843.2	NM_198843
0	NA	SFTPC	NM_001172357.1	NM_001172357
0	NA	SFTPD	NM_003019.4	NM_003019
0	NA	SFXN1	NM_022754.5	NM_022754
0	NA	SFXN2	NM_178858.4	NM_178858
0	NA	SFXN3	NM_030971.3	NM_030971
0	NA	SFXN4	NM_213649.1	NM_213649
0	NA	SFXN5	NM_144579.2	NM_144579
0	NA	SGCA	NM_000023.2	NM_000023
0	NA	SGCB	NM_000232.4	NM_000232
0	NA	SGCD	NM_001128209.1	NM_001128209
0	NA	SGCE	NM_001099400.1	NM_001099400
0	NA	SGCG	NM_000231.2	NM_000231
0	NA	SGCZ	NM_139167.2	NM_139167
0	NA	SGIP1	NM_032291.2	NM_032291
0	NA	SGK1	NM_001143676.1	NM_001143676
0	NA	SGK110	NM_001199824.2	NM_001199824
0	NA	SGK196	NM_032237.4	NM_032237
0	NA	SGK2	NM_016276.3	NM_016276
0	NA	SGK223	NM_001080826.1	NM_001080826
0	NA	SGK3	NM_001033578.2	NM_001033578
0	NA	SGMS1	NM_147156.3	NM_147156
0	NA	SGMS2	NM_001136258.1	NM_001136258
0	NA	SGOL1	NM_001012410.3	NM_001012410
0	NA	SGOL2	NM_152524.5	NM_152524
0	NA	SGPL1	NM_003901.3	NM_003901
0	NA	SGPP1	NM_030791.2	NM_030791
0	NA	SGPP2	NM_152386.2	NM_152386
0	NA	SGSH	NM_000199.3	NM_000199
0	NA	SGSM1	NM_001039948.2	NM_001039948
0	NA	SGSM2	NM_014853.2	NM_014853
0	NA	SGSM3	NM_015705.4	NM_015705
0	NA	SGTA	NM_003021.3	NM_003021
0	NA	SGTB	NM_019072.2	NM_019072
0	NA	SH2B1	NM_001145795.1	NM_001145795
0	NA	SH2B2	NM_020979.3	NM_020979
0	NA	SH2D1B	NM_053282.4	NM_053282
0	NA	SH2D2A	NM_003975.3	NM_003975
0	NA	SH2D3A	NM_005490.2	NM_005490
0	NA	SH2D3C	NM_170600.2	NM_170600
0	NA	SH2D4A	NM_001174159.1	NM_001174159
0	NA	SH2D4B	NM_207372.2	NM_207372
0	NA	SH2D5	NM_001103161.1	NM_001103161
0	NA	SH2D6	NM_198482.1	NM_198482
0	NA	SH2D7	NM_001101404.1	NM_001101404
0	NA	SH3BGR	NM_007341.2	NM_007341
0	NA	SH3BGRL	NM_003022.2	NM_003022
0	NA	SH3BGRL2	NM_031469.2	NM_031469
0	NA	SH3BGRL3	NM_031286.3	NM_031286
0	NA	SH3BP1	NM_018957.3	NM_018957
0	NA	SH3BP2	NM_001145856.1	NM_001145856
0	NA	SH3BP4	NM_014521.2	NM_014521
0	NA	SH3BP5	NM_004844.4	NM_004844
0	NA	SH3BP5L	NM_030645.1	NM_030645
0	NA	SH3D19	NM_001009555.3	NM_001009555
0	NA	SH3D21	NM_001162530.1	NM_001162530
0	NA	SH3GL1	NM_003025.3	NM_003025
0	NA	SH3GL2	NM_003026.2	NM_003026
0	NA	SH3GL3	NM_003027.3	NM_003027
0	NA	SH3GLB1	NM_001206651.1	NM_001206651
0	NA	SH3GLB2	NM_020145.2	NM_020145
0	NA	SH3KBP1	NM_031892.2	NM_031892
0	NA	SH3PXD2A	NM_014631.2	NM_014631
0	NA	SH3PXD2B	NM_001017995.2	NM_001017995
0	NA	SH3RF1	NM_020870.3	NM_020870
0	NA	SH3RF2	NM_152550.3	NM_152550
0	NA	SH3RF3	NM_001099289.1	NM_001099289
0	NA	SH3TC1	NM_018986.3	NM_018986
0	NA	SH3TC2	NM_024577.3	NM_024577
0	NA	SH3YL1	NM_015677.2	NM_015677
0	NA	SHANK1	NM_016148.2	NM_016148
0	NA	SHANK2	NM_012309.3	NM_012309
0	NA	SHARPIN	NM_030974.3	NM_030974
0	NA	SHB	NM_003028.2	NM_003028
0	NA	SHBG	NM_001040.3	NM_001040
0	NA	SHC1	NM_001130040.1	NM_001130040
0	NA	SHC2	NM_012435.2	NM_012435
0	NA	SHC3	NM_016848.5	NM_016848
0	NA	SHC4	NM_203349.3	NM_203349
0	NA	SHCBP1	NM_024745.4	NM_024745
0	NA	SHCBP1L	NM_030933.2	NM_030933
0	NA	SHD	NM_020209.3	NM_020209
0	NA	SHE	NM_001010846.2	NM_001010846
0	NA	SHF	NM_138356.2	NM_138356
0	NA	SHFM1	NM_006304.1	NM_006304
0	NA	SHH	NM_000193.2	NM_000193
0	NA	SHISA2	NM_001007538.1	NM_001007538
0	NA	SHISA3	NM_001080505.1	NM_001080505
0	NA	SHISA4	NM_198149.2	NM_198149
0	NA	SHISA5	NM_016479.4	NM_016479
0	NA	SHISA6	NM_207386.3	NM_207386
0	NA	SHISA7	NM_001145176.1	NM_001145176
0	NA	SHISA8	NM_001207020.1	NM_001207020
0	NA	SHISA9	NM_001145204.2	NM_001145204
0	NA	SHKBP1	NM_138392.3	NM_138392
0	NA	SHMT1	NM_004169.3	NM_004169
0	NA	SHMT2	NM_005412.5	NM_005412
0	NA	SHOX	NM_000451.3	NM_000451
0	NA	SHOX2	NM_006884.3	NM_006884
0	NA	SHPK	NM_013276.2	NM_013276
0	NA	SHPRH	NM_001042683.2	NM_001042683
0	NA	SHROOM1	NM_133456.2	NM_133456
0	NA	SHROOM2	NM_001649.2	NM_001649
0	NA	SHROOM3	NM_020859.3	NM_020859
0	NA	SHROOM4	NM_020717.3	NM_020717
0	NA	SI	NM_001041.3	NM_001041
0	NA	SIAE	NM_170601.4	NM_170601
0	NA	SIAH1	NM_003031.3	NM_003031
0	NA	SIAH2	NM_005067.5	NM_005067
0	NA	SIAH3	NM_198849.2	NM_198849
0	NA	SIDT1	NM_017699.2	NM_017699
0	NA	SIDT2	NM_001040455.1	NM_001040455
0	NA	SIGIRR	NM_021805.2	NM_021805
0	NA	SIGLEC1	NM_023068.3	NM_023068
0	NA	SIGLEC10	NM_033130.4	NM_033130
0	NA	SIGLEC11	NM_052884.2	NM_052884
0	NA	SIGLEC12	NM_053003.2	NM_053003
0	NA	SIGLEC14	NM_001098612.1	NM_001098612
0	NA	SIGLEC15	NM_213602.2	NM_213602
0	NA	SIGLEC5	NM_003830.3	NM_003830
0	NA	SIGLEC6	NM_001245.5	NM_001245
0	NA	SIGLEC7	NM_014385.3	NM_014385
0	NA	SIGLEC8	NM_014442.2	NM_014442
0	NA	SIGLEC9	NM_014441.2	NM_014441
0	NA	SIGMAR1	NM_005866.2	NM_005866
0	NA	SIK1	NM_173354.3	NM_173354
0	NA	SIK2	NM_015191.1	NM_015191
0	NA	SIK3	NM_025164.3	NM_025164
0	NA	SIKE1	NM_001102396.1	NM_001102396
0	NA	SIL1	NM_022464.4	NM_022464
0	NA	SIM1	NM_005068.2	NM_005068
0	NA	SIM2	NM_005069.3	NM_005069
0	NA	SIN3A	NM_015477.2	NM_015477
0	NA	SIN3B	NM_015260.2	NM_015260
0	NA	SIPA1	NM_006747.3	NM_006747
0	NA	SIPA1L1	NM_015556.1	NM_015556
0	NA	SIPA1L2	NM_020808.3	NM_020808
0	NA	SIPA1L3	NM_015073.1	NM_015073
0	NA	SIRPA	NM_080792.2	NM_080792
0	NA	SIRPB1	NM_006065.3	NM_006065
0	NA	SIRPB2	NM_001122962.1	NM_001122962
0	NA	SIRPD	NM_178460.2	NM_178460
0	NA	SIRPG	NM_018556.3	NM_018556
0	NA	SIRT1	NM_012238.4	NM_012238
0	NA	SIRT2	NM_012237.3	NM_012237
0	NA	SIRT3	NM_012239.5	NM_012239
0	NA	SIRT4	NM_012240.2	NM_012240
0	NA	SIRT5	NM_012241.4	NM_012241
0	NA	SIRT6	NM_016539.2	NM_016539
0	NA	SIRT7	NM_016538.2	NM_016538
0	NA	SIT1	NM_014450.2	NM_014450
0	NA	SIVA1	NM_006427.3	NM_006427
0	NA	SIX1	NM_005982.3	NM_005982
0	NA	SIX2	NM_016932.4	NM_016932
0	NA	SIX3	NM_005413.3	NM_005413
0	NA	SIX4	NM_017420.4	NM_017420
0	NA	SIX5	NM_175875.4	NM_175875
0	NA	SIX6	NM_007374.2	NM_007374
0	NA	SKA1	NM_001039535.2	NM_001039535
0	NA	SKA2	NM_182620.3	NM_182620
0	NA	SKA3	NM_145061.5	NM_145061
0	NA	SKAP1	NM_003726.3	NM_003726
0	NA	SKAP2	NM_003930.3	NM_003930
0	NA	SKI	NM_003036.3	NM_003036
0	NA	SKIL	NM_001248008.1	NM_001248008
0	NA	SKIV2L	NM_006929.4	NM_006929
0	NA	SKIV2L2	NM_015360.4	NM_015360
0	NA	SKP1	NM_170679.2	NM_170679
0	NA	SKP2	NM_005983.3	NM_005983
0	NA	SLA	NM_006748.3	NM_006748
0	NA	SLA2	NM_032214.3	NM_032214
0	NA	SLAIN1	NM_001242868.1	NM_001242868
0	NA	SLAIN2	NM_020846.1	NM_020846
0	NA	SLAMF1	NM_003037.2	NM_003037
0	NA	SLAMF6	NM_052931.4	NM_052931
0	NA	SLAMF7	NM_021181.3	NM_021181
0	NA	SLAMF8	NM_020125.2	NM_020125
0	NA	SLAMF9	NM_033438.3	NM_033438
0	NA	SLBP	NM_006527.2	NM_006527
0	NA	SLC10A1	NM_003049.3	NM_003049
0	NA	SLC10A2	NM_000452.2	NM_000452
0	NA	SLC10A3	NM_001142392.1	NM_001142392
0	NA	SLC10A4	NM_152679.3	NM_152679
0	NA	SLC10A5	NM_001010893.2	NM_001010893
0	NA	SLC10A6	NM_197965.2	NM_197965
0	NA	SLC10A7	NM_001029998.3	NM_001029998
0	NA	SLC11A1	NM_000578.3	NM_000578
0	NA	SLC11A2	NM_001174125.1	NM_001174125
0	NA	SLC12A1	NM_001184832.1	NM_001184832
0	NA	SLC12A2	NM_001046.2	NM_001046
0	NA	SLC12A3	NM_000339.2	NM_000339
0	NA	SLC12A4	NM_001145962.1	NM_001145962
0	NA	SLC12A5	NM_001134771.1	NM_001134771
0	NA	SLC12A6	NM_133647.1	NM_133647
0	NA	SLC12A7	NM_006598.2	NM_006598
0	NA	SLC12A8	NM_024628.5	NM_024628
0	NA	SLC12A9	NM_020246.3	NM_020246
0	NA	SLC13A1	NM_022444.3	NM_022444
0	NA	SLC13A2	NM_001145975.1	NM_001145975
0	NA	SLC13A3	NM_022829.5	NM_022829
0	NA	SLC13A4	NM_012450.2	NM_012450
0	NA	SLC13A5	NM_177550.3	NM_177550
0	NA	SLC14A1	NM_001128588.3	NM_001128588
0	NA	SLC14A2	NM_001242692.1	NM_001242692
0	NA	SLC15A1	NM_005073.3	NM_005073
0	NA	SLC15A2	NM_021082.3	NM_021082
0	NA	SLC15A3	NM_016582.2	NM_016582
0	NA	SLC15A4	NM_145648.3	NM_145648
0	NA	SLC15A5	NM_001170798.1	NM_001170798
0	NA	SLC16A1	NM_003051.3	NM_003051
0	NA	SLC16A10	NM_018593.4	NM_018593
0	NA	SLC16A11	NM_153357.1	NM_153357
0	NA	SLC16A12	NM_213606.3	NM_213606
0	NA	SLC16A13	NM_201566.2	NM_201566
0	NA	SLC16A14	NM_152527.4	NM_152527
0	NA	SLC16A2	NM_006517.4	NM_006517
0	NA	SLC16A3	NM_001206950.1	NM_001206950
0	NA	SLC16A4	NM_004696.2	NM_004696
0	NA	SLC16A5	NM_004695.3	NM_004695
0	NA	SLC16A6	NM_004694.4	NM_004694
0	NA	SLC16A7	NM_004731.4	NM_004731
0	NA	SLC16A8	NM_013356.2	NM_013356
0	NA	SLC16A9	NM_194298.2	NM_194298
0	NA	SLC17A1	NM_005074.3	NM_005074
0	NA	SLC17A2	NM_005835.2	NM_005835
0	NA	SLC17A3	NM_001098486.1	NM_001098486
0	NA	SLC17A4	NM_005495.2	NM_005495
0	NA	SLC17A5	NM_012434.4	NM_012434
0	NA	SLC17A6	NM_020346.2	NM_020346
0	NA	SLC17A7	NM_020309.3	NM_020309
0	NA	SLC17A8	NM_139319.2	NM_139319
0	NA	SLC17A9	NM_022082.3	NM_022082
0	NA	SLC18A1	NM_003053.3	NM_003053
0	NA	SLC18A2	NM_003054.4	NM_003054
0	NA	SLC18A3	NM_003055.2	NM_003055
0	NA	SLC19A1	NM_194255.2	NM_194255
0	NA	SLC19A2	NM_006996.2	NM_006996
0	NA	SLC19A3	NM_025243.3	NM_025243
0	NA	SLC1A1	NM_004170.5	NM_004170
0	NA	SLC1A2	NM_004171.3	NM_004171
0	NA	SLC1A3	NM_004172.4	NM_004172
0	NA	SLC1A4	NM_003038.4	NM_003038
0	NA	SLC1A5	NM_005628.2	NM_005628
0	NA	SLC1A6	NM_005071.2	NM_005071
0	NA	SLC1A7	NM_006671.4	NM_006671
0	NA	SLC20A1	NM_005415.4	NM_005415
0	NA	SLC20A2	NM_006749.4	NM_006749
0	NA	SLC22A1	NM_003057.2	NM_003057
0	NA	SLC22A10	NM_001039752.3	NM_001039752
0	NA	SLC22A11	NM_018484.2	NM_018484
0	NA	SLC22A12	NM_144585.3	NM_144585
0	NA	SLC22A13	NM_004256.3	NM_004256
0	NA	SLC22A14	NM_004803.3	NM_004803
0	NA	SLC22A15	NM_018420.2	NM_018420
0	NA	SLC22A16	NM_033125.3	NM_033125
0	NA	SLC22A17	NM_020372.2	NM_020372
0	NA	SLC22A18	NM_183233.2	NM_183233
0	NA	SLC22A18AS	NM_007105.2	NM_007105
0	NA	SLC22A2	NM_003058.3	NM_003058
0	NA	SLC22A20	NM_001004326	NM_001004326
0	NA	SLC22A23	NM_015482.1	NM_015482
0	NA	SLC22A24	NM_001136506.2	NM_001136506
0	NA	SLC22A25	NM_199352.3	NM_199352
0	NA	SLC22A3	NM_021977.3	NM_021977
0	NA	SLC22A31	NM_001242757	NM_001242757
0	NA	SLC22A4	NM_003059.2	NM_003059
0	NA	SLC22A5	NM_003060.3	NM_003060
0	NA	SLC22A6	NM_153276.2	NM_153276
0	NA	SLC22A7	NM_153320.2	NM_153320
0	NA	SLC22A8	NM_004254.3	NM_004254
0	NA	SLC22A9	NM_080866.2	NM_080866
0	NA	SLC23A1	NM_152685.3	NM_152685
0	NA	SLC23A2	NM_203327.1	NM_203327
0	NA	SLC23A3	NM_001144889.1	NM_001144889
0	NA	SLC24A1	NM_004727.2	NM_004727
0	NA	SLC24A2	NM_020344.3	NM_020344
0	NA	SLC24A3	NM_020689.3	NM_020689
0	NA	SLC24A4	NM_153646.3	NM_153646
0	NA	SLC24A5	NM_205850.2	NM_205850
0	NA	SLC24A6	NM_024959.2	NM_024959
0	NA	SLC25A1	NM_005984.3	NM_005984
0	NA	SLC25A10	NM_012140.4	NM_012140
0	NA	SLC25A11	NM_003562.4	NM_003562
0	NA	SLC25A12	NM_003705.4	NM_003705
0	NA	SLC25A13	NM_001160210.1	NM_001160210
0	NA	SLC25A14	NM_003951.2	NM_003951
0	NA	SLC25A15	NM_014252.3	NM_014252
0	NA	SLC25A16	NM_152707.3	NM_152707
0	NA	SLC25A17	NM_006358.2	NM_006358
0	NA	SLC25A18	NM_031481.1	NM_031481
0	NA	SLC25A19	NM_001126122.1	NM_001126122
0	NA	SLC25A2	NM_031947.2	NM_031947
0	NA	SLC25A20	NM_000387.5	NM_000387
0	NA	SLC25A21	NM_030631.3	NM_030631
0	NA	SLC25A22	NM_001191061.1	NM_001191061
0	NA	SLC25A23	NM_024103.2	NM_024103
0	NA	SLC25A24	NM_013386.4	NM_013386
0	NA	SLC25A25	NM_001006641.3	NM_001006641
0	NA	SLC25A26	NM_173471.3_dupl9	NM_173471
0	NA	SLC25A27	NM_004277.4	NM_004277
0	NA	SLC25A28	NM_031212.3	NM_031212
0	NA	SLC25A29	NM_001039355.1	NM_001039355
0	NA	SLC25A3	NM_005888.3	NM_005888
0	NA	SLC25A30	NM_001010875.2	NM_001010875
0	NA	SLC25A31	NM_031291.2	NM_031291
0	NA	SLC25A32	NM_030780.4	NM_030780
0	NA	SLC25A33	NM_032315.2	NM_032315
0	NA	SLC25A34	NM_207348.1	NM_207348
0	NA	SLC25A35	NM_201520.1	NM_201520
0	NA	SLC25A36	NM_001104647.1	NM_001104647
0	NA	SLC25A37	NM_016612.2	NM_016612
0	NA	SLC25A38	NM_017875.2	NM_017875
0	NA	SLC25A39	NM_001143780.1	NM_001143780
0	NA	SLC25A4	NM_001151.3	NM_001151
0	NA	SLC25A40	NM_018843.3	NM_018843
0	NA	SLC25A41	NM_173637.3	NM_173637
0	NA	SLC25A42	NM_178526.4	NM_178526
0	NA	SLC25A43	NM_145305.2	NM_145305
0	NA	SLC25A44	NM_014655.2	NM_014655
0	NA	SLC25A45	NM_182556.2	NM_182556
0	NA	SLC25A46	NM_138773.1	NM_138773
0	NA	SLC25A47	NM_207117.2	NM_207117
0	NA	SLC25A48	NM_145282.4	NM_145282
0	NA	SLC25A5	NM_001152.4	NM_001152
0	NA	SLC25A6	NM_001636.3	NM_001636
0	NA	SLC26A1	NM_022042.3	NM_022042
0	NA	SLC26A10	NM_133489.2	NM_133489
0	NA	SLC26A11	NM_001166348.1	NM_001166348
0	NA	SLC26A2	NM_000112.3	NM_000112
0	NA	SLC26A3	NM_000111.2	NM_000111
0	NA	SLC26A4	NM_000441.1	NM_000441
0	NA	SLC26A5	NM_198999.2	NM_198999
